order_id,date,region,category,sales_rep,quantity,unit_price,revenue,returned
1115,2024-02-25,West,Clothing,Alice,7,261.63,1831.41,False
1116,2024-05-14,West,Electronics,Alice,10,221.87,2218.7,False
1117,2024-09-02,North,Clothing,Alice,6,158.82,952.92,False
1118,2024-04-26,South,Clothing,Carla,15,473.8,7107.0,False
1119,2024-10-06,West,Furniture,Dan,14,418.19,5854.66,False
1120,2025-01-27,South,Electronics,Carla,7,461.32,3229.24,False
1121,2025-02-28,East,Electronics,Carla,11,467.45,5141.95,False
1122,2025-05-16,West,Office Supplies,Carla,5,226.04,1130.2,False
1123,2025-01-21,South,Furniture,Erin,15,466.76,7001.4,False
1124,2025-02-24,West,Clothing,Dan,2,162.5,325.0,False
1125,2024-06-04,South,Office Supplies,Alice,16,482.59,7721.44,False
1126,2025-03-26,West,Electronics,Bob,4,265.35,1061.4,False
1127,2024-06-07,East,Office Supplies,Erin,3,237.4,712.2,False
1128,2024-03-23,West,Office Supplies,Dan,11,426.91,4696.01,False
1129,2024-02-06,East,Furniture,Alice,20,38.87,777.4,False
1130,2024-04-10,East,Electronics,Alice,4,224.62,898.48,False
1131,2024-02-27,West,Furniture,Bob,10,182.44,1824.4,False
1132,2024-07-03,West,Furniture,Dan,6,91.66,549.96,False
1133,2024-05-26,East,Clothing,Carla,8,233.27,1866.16,False
1134,2025-04-21,South,Electronics,Dan,10,340.42,3404.2,False
1135,2024-11-02,West,Office Supplies,Bob,14,346.71,4853.94,False
1136,2025-05-09,East,Office Supplies,Carla,4,122.42,489.68,True
1137,2025-02-09,North,Clothing,Carla,9,9.01,81.09,False
1138,2024-08-23,South,Furniture,Erin,20,401.96,8039.2,False
1139,2024-05-20,North,Office Supplies,Dan,4,452.18,1808.72,True
1140,2025-01-08,East,Office Supplies,Dan,5,49.62,248.1,False
1141,2024-05-15,East,Office Supplies,Bob,18,438.85,7899.3,False
1142,2025-05-08,East,Electronics,Dan,10,374.55,3745.5,False
1143,2024-05-24,West,Office Supplies,Alice,8,430.77,3446.16,False
1144,2024-01-15,West,Office Supplies,Carla,9,270.6,2435.4,False
1145,2025-01-15,West,Electronics,Erin,4,339.04,1356.16,False
1146,2024-12-01,North,Clothing,Carla,20,114.58,2291.6,False
1147,2024-04-29,North,Office Supplies,Dan,5,27.45,137.25,False
1148,2024-08-28,West,Office Supplies,Erin,18,72.15,1298.7,False
1149,2024-06-07,West,Clothing,Carla,14,329.19,4608.66,True
1150,2025-01-14,South,Office Supplies,Alice,7,224.47,1571.29,False
1151,2025-01-11,East,Electronics,Dan,18,451.34,8124.12,False
1152,2024-05-05,South,Electronics,Alice,15,50.38,755.7,False
1153,2024-09-06,South,Electronics,Erin,5,394.55,1972.75,False
1154,2024-08-09,South,Electronics,Carla,8,167.64,1341.12,False
1155,2024-05-28,South,Electronics,Alice,5,272.41,1362.05,False
1156,2025-01-01,North,Furniture,Carla,8,296.48,2371.84,True
1157,2025-03-07,North,Clothing,Dan,17,61.26,1041.42,False
1158,2025-06-09,South,Electronics,Erin,19,58.98,1120.62,False
1159,2024-02-01,West,Clothing,Alice,2,499.3,998.6,False
1160,2025-03-30,East,Furniture,Alice,3,450.14,1350.42,False
1161,2024-11-28,East,Clothing,Erin,13,497.34,6465.42,False
1162,2024-04-11,South,Clothing,Dan,4,427.13,1708.52,False
1163,2025-02-27,West,Clothing,Alice,11,414.57,4560.27,False
1164,2024-11-16,South,Clothing,Alice,9,190.28,1712.52,False
1165,2024-03-28,East,Furniture,Erin,3,218.78,656.34,True
1166,2024-12-03,West,Electronics,Carla,4,208.35,833.4,False
1167,2024-12-26,South,Furniture,Dan,4,291.07,1164.28,False
1168,2024-04-20,East,Electronics,Carla,12,423.46,5081.52,False
1169,2025-03-15,North,Office Supplies,Alice,18,487.4,8773.2,False
1170,2024-11-12,South,Furniture,Erin,11,178.76,1966.36,False
1171,2024-03-12,North,Electronics,Erin,5,371.78,1858.9,False
1172,2025-03-05,East,Office Supplies,Carla,15,173.74,2606.1,False
1173,2024-03-27,North,Electronics,Carla,2,82.01,164.02,False
1174,2025-03-10,West,Office Supplies,Bob,16,305.5,4888.0,False
1175,2024-04-26,East,Clothing,Erin,12,217.81,2613.72,False
1176,2024-02-16,North,Electronics,Bob,8,200.66,1605.28,False
1177,2024-08-04,East,Office Supplies,Alice,5,383.26,1916.3,True
1178,2025-03-16,South,Office Supplies,Alice,6,68.95,413.7,False
1179,2024-02-13,North,Office Supplies,Erin,14,14.28,199.92,False
1180,2025-02-18,West,Electronics,Carla,14,148.31,2076.34,False
1181,2025-04-16,North,Furniture,Dan,12,48.62,583.44,False
1182,2025-06-20,East,Office Supplies,Bob,3,200.9,602.7,False
1183,2024-06-21,North,Furniture,Carla,3,257.69,773.07,False
1184,2024-05-31,East,Furniture,Bob,8,55.89,447.12,False
1185,2024-03-18,West,Clothing,Erin,6,475.89,2855.34,False
1186,2025-04-04,East,Office Supplies,Bob,19,323.28,6142.32,False
1187,2025-04-25,East,Electronics,Carla,15,317.54,4763.1,False
1188,2024-11-13,North,Office Supplies,Carla,15,228.7,3430.5,True
1189,2024-04-02,West,Clothing,Erin,20,299.07,5981.4,False
1190,2024-02-12,South,Office Supplies,Erin,15,454.98,6824.7,False
1191,2024-06-03,East,Electronics,Erin,2,228.01,456.02,False
1192,2024-02-10,West,Furniture,Carla,8,355.27,2842.16,False
1193,2024-10-16,East,Electronics,Carla,13,207.34,2695.42,True
1194,2024-04-06,East,Office Supplies,Erin,18,340.8,6134.4,False
1195,2024-12-07,South,Office Supplies,Carla,3,293.46,880.38,False
1196,2025-02-05,North,Office Supplies,Erin,5,299.55,1497.75,False
1197,2024-12-02,North,Clothing,Erin,5,336.71,1683.55,False
1198,2025-01-06,South,Office Supplies,Dan,10,94.23,942.3,False
1199,2024-05-20,North,Electronics,Carla,5,43.2,216.0,False
1200,2024-05-14,South,Furniture,Erin,20,191.48,3829.6,False
1201,2024-06-18,East,Furniture,Dan,15,26.63,399.45,False
1202,2025-04-04,East,Clothing,Bob,8,269.34,2154.72,False
1203,2025-03-27,West,Clothing,Bob,15,385.87,5788.05,False
1204,2024-05-21,West,Office Supplies,Erin,9,30.83,277.47,False
1205,2025-06-12,South,Office Supplies,Dan,4,146.11,584.44,False
1206,2024-05-30,South,Clothing,Carla,14,50.4,705.6,False
1207,2025-02-28,East,Furniture,Dan,2,201.24,402.48,False
1208,2025-01-18,North,Office Supplies,Bob,8,18.95,151.6,False
1209,2024-10-20,South,Clothing,Dan,16,349.56,5592.96,False
1210,2024-03-22,South,Clothing,Alice,1,131.68,131.68,False
1211,2024-08-31,South,Clothing,Erin,10,65.31,653.1,False
1212,2024-04-23,North,Furniture,Bob,16,300.39,4806.24,False
1213,2024-01-02,West,Furniture,Alice,20,179.64,3592.8,False
1214,2025-01-04,North,Clothing,Dan,3,476.93,1430.79,True
1215,2025-01-31,North,Office Supplies,Alice,12,130.56,1566.72,False
1216,2024-04-16,East,Furniture,Alice,19,368.92,7009.48,False
1217,2024-12-12,West,Clothing,Bob,6,416.04,2496.24,False
1218,2024-03-05,South,Electronics,Bob,15,23.31,349.65,False
1219,2024-11-19,West,Office Supplies,Alice,10,260.11,2601.1,False
1220,2024-07-14,North,Office Supplies,Carla,10,181.7,1817.0,False
1221,2025-01-11,West,Clothing,Carla,14,445.3,6234.2,False
1222,2025-05-23,East,Electronics,Dan,16,186.84,2989.44,True
1223,2024-07-03,North,Electronics,Carla,18,150.41,2707.38,False
1224,2024-11-09,West,Furniture,Dan,15,303.3,4549.5,False
1225,2024-02-13,West,Office Supplies,Alice,12,309.35,3712.2,True
1226,2025-02-19,South,Electronics,Bob,12,258.98,3107.76,False
1227,2025-03-24,South,Office Supplies,Carla,2,67.48,134.96,False
1228,2024-02-03,West,Office Supplies,Carla,20,80.95,1619.0,False
1229,2024-03-19,East,Clothing,Carla,19,73.16,1390.04,False
1230,2024-09-12,South,Clothing,Erin,4,17.83,71.32,False
1231,2024-04-30,West,Furniture,Erin,9,388.61,3497.49,False
1232,2025-05-17,North,Clothing,Bob,7,65.71,459.97,False
1233,2025-03-31,East,Office Supplies,Alice,3,406.2,1218.6,False
1234,2024-10-24,South,Office Supplies,Erin,10,426.42,4264.2,False
1235,2024-07-24,West,Electronics,Carla,5,122.18,610.9,False
1236,2025-01-12,South,Electronics,Alice,15,402.81,6042.15,False
1237,2025-05-05,West,Electronics,Bob,17,208.34,3541.78,False
1238,2024-03-16,East,Furniture,Erin,15,235.59,3533.85,False
1239,2024-07-05,North,Electronics,Erin,5,219.15,1095.75,False
1240,2024-06-17,South,Office Supplies,Erin,6,164.72,988.32,False
1241,2024-03-21,East,Furniture,Carla,9,102.17,919.53,False
1242,2024-04-05,South,Furniture,Erin,17,322.29,5478.93,False
1243,2024-12-11,North,Electronics,Alice,19,25.39,482.41,False
1244,2024-09-28,West,Electronics,Dan,7,384.64,2692.48,False
1245,2024-10-23,West,Office Supplies,Dan,10,244.06,2440.6,True
1246,2024-03-02,West,Clothing,Bob,6,222.6,1335.6,False
1247,2024-05-27,East,Office Supplies,Dan,11,431.44,4745.84,False
1248,2025-01-14,East,Furniture,Dan,17,283.02,4811.34,False
1249,2025-04-05,North,Office Supplies,Dan,8,74.73,597.84,False
1250,2025-03-04,South,Office Supplies,Erin,8,481.53,3852.24,False
1251,2024-07-13,West,Clothing,Carla,6,251.64,1509.84,False
1252,2024-04-02,South,Furniture,Erin,13,255.2,3317.6,False
1253,2024-02-21,West,Office Supplies,Erin,10,249.97,2499.7,True
1254,2024-04-20,East,Office Supplies,Dan,14,71.3,998.2,False
1255,2025-02-14,South,Office Supplies,Erin,2,287.29,574.58,False
1256,2025-01-30,East,Electronics,Bob,17,227.93,3874.81,False
1257,2025-02-07,East,Office Supplies,Bob,12,398.47,4781.64,False
1258,2025-06-05,North,Electronics,Bob,13,252.54,3283.02,False
1259,2025-04-30,South,Office Supplies,Erin,17,231.21,3930.57,False
1260,2025-02-06,East,Office Supplies,Erin,20,370.96,7419.2,False
1261,2025-06-29,East,Clothing,Alice,16,355.83,5693.28,False
1262,2024-04-22,North,Clothing,Carla,14,293.93,4115.02,False
1263,2024-08-21,South,Clothing,Bob,2,293.84,587.68,False
1264,2024-09-05,North,Furniture,Alice,2,288.42,576.84,False
1265,2025-03-04,South,Clothing,Erin,5,209.42,1047.1,False
1266,2025-04-27,South,Office Supplies,Dan,2,354.36,708.72,False
1267,2024-11-17,East,Office Supplies,Carla,6,232.53,1395.18,False
1268,2024-07-15,East,Furniture,Carla,8,143.11,1144.88,False
1269,2024-07-31,East,Office Supplies,Carla,16,161.94,2591.04,False
1270,2025-01-23,South,Office Supplies,Alice,13,410.1,5331.3,False
1271,2024-03-21,East,Clothing,Bob,12,462.38,5548.56,False
1272,2024-10-04,South,Electronics,Erin,18,349.6,6292.8,False
1273,2024-09-02,South,Furniture,Alice,8,30.13,241.04,False
1274,2024-12-04,South,Electronics,Erin,16,54.77,876.32,False
1275,2024-06-10,West,Clothing,Bob,14,328.18,4594.52,False
1276,2024-10-21,North,Electronics,Erin,11,146.28,1609.08,False
1277,2024-02-08,South,Electronics,Dan,6,211.85,1271.1,False
1278,2024-07-09,North,Office Supplies,Erin,10,438.99,4389.9,False
1279,2024-12-09,West,Furniture,Erin,10,229.9,2299.0,False
1280,2024-07-16,West,Office Supplies,Bob,4,168.69,674.76,True
1281,2024-12-11,South,Furniture,Erin,10,286.05,2860.5,False
1282,2025-02-19,North,Clothing,Alice,14,260.06,3640.84,False
1283,2024-05-23,South,Electronics,Carla,16,165.18,2642.88,False
1284,2025-04-02,East,Electronics,Carla,9,477.25,4295.25,False
1285,2024-08-29,West,Office Supplies,Bob,2,335.55,671.1,False
1286,2025-05-29,East,Office Supplies,Erin,10,346.69,3466.9,False
1287,2024-05-16,East,Clothing,Erin,16,80.83,1293.28,False
1288,2024-08-11,North,Clothing,Erin,8,341.77,2734.16,False
1289,2024-03-20,South,Furniture,Bob,19,60.54,1150.26,False
1290,2025-06-16,South,Clothing,Alice,15,62.54,938.1,False
1291,2025-04-01,West,Clothing,Erin,2,229.45,458.9,True
1292,2025-04-18,West,Office Supplies,Alice,10,363.02,3630.2,False
1293,2024-03-15,North,Electronics,Alice,2,214.73,429.46,False
1294,2025-04-28,South,Furniture,Dan,2,147.11,294.22,False
1295,2025-01-26,West,Clothing,Alice,15,435.46,6531.9,False
1296,2024-05-16,West,Furniture,Bob,12,63.72,764.64,False
1297,2024-01-24,West,Clothing,Bob,10,234.19,2341.9,False
1298,2024-12-20,North,Electronics,Dan,5,141.45,707.25,False
1299,2024-01-17,North,Electronics,Dan,8,107.01,856.08,False
